place,date,penol,bacteria,cd,cn,pb,cr6,as,hg,cr,ni,benzen
다사,2023-05-15,정량한계미만,5100,,,,,,,,,
단성,2023-05-15,,,,,,,,,,,
달천6,2023-05-15,,,,,,,,,,,
달천7,2023-05-15,정량한계미만,120,,,,,,,,,
달천8,2023-05-15,,,,,,,,,,,
대신,2023-05-15,정량한계미만,50,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
대청댐,2023-05-15,정량한계미만,4,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
덕곡,2023-05-15,정량한계미만,2700,,,,,,,,,
덕은리,2023-05-15,,,,,,,,,,,
도남,2023-05-15,정량한계미만,2200,,,,,,,,,
동진강3,2023-05-15,정량한계미만,210,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
목행대교,2023-05-15,,,,,,,,,,,
묵현천,2023-05-15,,,,,,,,,,,
문산천4,2023-05-15,,,,,,,,,,,
물금,2023-05-15,정량한계미만,5600,,,,,,,,,
벽계천2,2023-05-15,,,,,,,,,,,
복하천6,2023-05-15,,,,,,,,,,,
부여,2023-05-15,정량한계미만,130,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
삼봉리,2023-05-15,정량한계미만,1100,,,,,,,,,
선산,2023-05-15,정량한계미만,6500,,,,,,,,,
섬강3,2023-05-15,,,,,,,,,,,
섬강6,2023-05-15,정량한계미만,180,,,,,,,,,
성은천,2023-05-15,,,,,,,,,,,
소양강2,2023-05-15,정량한계미만,0,,,,,,,,,
신천5,2023-05-15,,,,,,,,,,,
안동1,2023-05-15,정량한계미만,65,,,,,,,,,
안동2,2023-05-15,,,,,,,,,,,
안동3,2023-05-15,정량한계미만,120,,,,,,,,,
안동4,2023-05-15,,,,,,,,,,,
안성천3,2023-05-15,정량한계미만,120000,,정량한계미만,,,,,,,
안양천9,2023-05-15,,,,,,,,,,,
양화천4,2023-05-15,,,,,,,,,,,
여주1,2023-05-15,,,,,,,,,,,
여주2,2023-05-15,,,,,,,,,,,
영순,2023-05-15,,,,,,,,,,,
영월2,2023-05-15,정량한계미만,19,,,,,,,,,
영춘,2023-05-15,,,,,,,,,,,
영평천3,2023-05-15,,,,,,,,,,,
예천1,2023-05-15,,,,,,,,,,,
예천2,2023-05-15,,,,,,,,,,,
오대천3,2023-05-15,,,,,,,,,,,
오산천2,2023-05-15,,,,,,,,,,,
오산천4,2023-05-15,,,,,,,,,,,
오산천6,2023-05-15,,,,,,,,,,,
옥동천3,2023-05-15,,,,,,,,,,,
왕숙천6,2023-05-15,,,,,,,,,,,
왜관,2023-05-15,정량한계미만,4800,,,,,,,,,
우치,2023-05-15,0,6300,,,,,,,,,
운계천,2023-05-15,,,,,,,,,,,
원주,2023-05-15,,,,,,,,,,,
의암댐,2023-05-15,정량한계미만,45,,,,,,,,,
이포,2023-05-15,정량한계미만,100,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
인북천1,2023-05-15,,,,,,,,,,,
임진강3,2023-05-15,,,,,,,,,,,
임진강6,2023-05-15,,,,,,,,,,,
임진강7,2023-05-15,정량한계미만,20000,,정량한계미만,,,,,,,
적성,2023-05-15,정량한계미만,6200,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
제천천4,2023-05-15,,,,,,,,,,,
조양강,2023-05-15,,,,,,,,,,,
조종천4,2023-05-15,,,,,,,,,,,
주천강3,2023-05-15,,,,,,,,,,,
죽산,2023-05-15,0,430,,,,,,,,,
중랑천3,2023-05-15,,,,,,,,,,,
중원,2023-05-15,,,,,,,,,,,
지석천4,2023-05-15,0,14000,,,,,,,,,
진위천1,2023-05-15,,,,,,,,,,,
진위천2,2023-05-15,,,,,,,,,,,
진위천5,2023-05-15,,,,,,,,,,,
진위천6,2023-05-15,,,,,,,,,,,
청미천6,2023-05-15,,,,,,,,,,,
청평,2023-05-15,,,,,,,,,,,
춘성교,2023-05-15,,,,,,,,,,,
춘천1,2023-05-15,,,,,,,,,,,
충주,2023-05-15,,,,,,,,,,,
충주댐,2023-05-15,정량한계미만,10,,,,,,,,,
칠곡,2023-05-15,정량한계미만,7200,,,,,,,,,
탄천5,2023-05-15,,,,,,,,,,,
팔당,2023-05-15,,,,,,,,,,,
팔당댐,2023-05-15,정량한계미만,13,,,,,,,,,
평창강5,2023-05-15,,,,,,,,,,,
학성,2023-05-15,정량한계미만,660,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
한탄강1,2023-05-15,,,,,,,,,,,
한탄강5,2023-05-15,,,,,,,,,,,
함안,2023-05-15,정량한계미만,18000,,,,,,,,,
행주,2023-05-15,,,,,,,,,,,
홍천강3,2023-05-15,,,,,,,,,,,
화천,2023-05-15,,,,,,,,,,,
황구지천1,2023-05-15,,,,,,,,,,,
황구지천2,2023-05-15,,,,,,,,,,,
황구지천4,2023-05-15,,,,,,,,,,,
황구지천5,2023-05-15,,,,,,,,,,,
황구지천6,2023-05-15,,,,,,,,,,,
황룡강5,2023-05-15,0,11000,,,,,,,,,
흑천3,2023-05-15,,,,,,,,,,,
간성북천,2023-05-16,정량한계미만,14,,,,,,,,,
공릉천2,2023-05-16,정량한계미만,1700,,,,,,,,,
공릉천4,2023-05-16,정량한계미만,54000,,,,,,,,,
구리,2023-05-16,정량한계미만,1600,,,,,,,,,
김포,2023-05-16,정량한계미만,4000,,,,,,,,,
대교천1,2023-05-16,정량한계미만,920,,,,,,,,,
도곡,2023-05-16,정량한계미만,7400,,,,,,,,,
동홍천,2023-05-16,정량한계미만,2100,,,,,,,,,
뚝도,2023-05-16,정량한계미만,2400,,,,,,,,,
미호강1,2023-05-16,정량한계미만,7200,,,,,,,,,
미호강3,2023-05-16,정량한계미만,6200,,,,,,,,,
미호강4,2023-05-16,정량한계미만,5600,,,,,,,,,
미호강6,2023-05-16,정량한계미만,2600,,,,,,,,,
미호강7,2023-05-16,정량한계미만,6200,,,,,,,,,
미호강8,2023-05-16,정량한계미만,3200,,,,,,,,,
보광,2023-05-16,정량한계미만,40000,,,,,,,,,
부항천,2023-05-16,0,3300,,,,,,,,,
송천1,2023-05-16,정량한계미만,1100,,,,,,,,,
암사,2023-05-16,정량한계미만,820,,,,,,,,,
영등포,2023-05-16,정량한계미만,500,,,,,,,,,
영주서천1,2023-05-16,정량한계미만,9200,,,,,,,,,
영주서천2,2023-05-16,정량한계미만,5400,,,,,,,,,
옹포천,2023-05-16,정량한계미만,2500,,,,,,,,,
외도천,2023-05-16,정량한계미만,12000,,,,,,,,,
잠실,2023-05-16,정량한계미만,420,,,,,,,,,
조천1,2023-05-16,정량한계미만,1700,,,,,,,,,
창릉천3,2023-05-16,정량한계미만,4900,,,,,,,,,
창릉천4,2023-05-16,정량한계미만,35000,,,,,,,,,
창릉천5,2023-05-16,정량한계미만,54000,,,,,,,,,
천미천,2023-05-16,,,,,,,,,,,
화천천,2023-05-16,정량한계미만,84,,,,,,,,,
가막,2023-05-16,정량한계미만,33,,,,,,,,,
감이천,2023-05-16,,,,,,,,,,,
경안천4,2023-05-16,,,,,,,,,,,
경안천8,2023-05-16,,,,,,,,,,,
경호강1,2023-05-16,,,,,,,,,,,
경호강2,2023-05-16,,,,,,,,,,,
계양천,2023-05-16,,,,,,,,,,,
고막원천1,2023-05-16,,,,,,,,,,,
고막원천4,2023-05-16,,,,,,,,,,,
고정천,2023-05-16,,,,,,,,,,,
곡정천,2023-05-16,,,,,,,,,,,
곤지암천1,2023-05-16,,,,,,,,,,,
곤지암천2,2023-05-16,,,,,,,,,,,
공릉천1,2023-05-16,,,,,,,,,,,
공릉천3,2023-05-16,,,,,,,,,,,
광산천1,2023-05-16,,,,,,,,,,,
광산천2,2023-05-16,,,,,,,,,,,
구량천,2023-05-16,,,,,,,,,,,
구산천,2023-05-16,,,,,,,,,,,
굴포천1,2023-05-16,,,,,,,,,,,
굴포천3,2023-05-16,,,,,,,,,,,
금상천,2023-05-16,,,,,,,,,,,
금천,2023-05-16,,,,,,,,,,,
나진포천,2023-05-16,,,,,,,,,,,
내린천1,2023-05-16,,,,,,,,,,,
단양천,2023-05-16,,,,,,,,,,,
동강1,2023-05-16,,,,,,,,,,,
동달천,2023-05-16,,,,,,,,,,,
동창천2,2023-05-16,,,,,,,,,,,
망월천,2023-05-16,,,,,,,,,,,
무도천,2023-05-16,,,,,,,,,,,
무안천,2023-05-16,,,,,,,,,,,
무주남대천3,2023-05-16,,,,,,,,,,,
밀양강1,2023-05-16,,,,,,,,,,,
반변천2,2023-05-16,,,,,,,,,,,
방내천,2023-05-16,,,,,,,,,,,
병성천,2023-05-16,,,,,,,,,,,
보청천3,2023-05-16,정량한계미만,160,,,,,,,,,
복하천1,2023-05-16,,,,,,,,,,,
부리,2023-05-16,,,,,,,,,,,
부일천,2023-05-16,,,,,,,,,,,
삼랑진1,2023-05-16,,,,,,,,,,,
삼포천1,2023-05-16,,,,,,,,,,,
상곡천,2023-05-16,,,,,,,,,,,
상주2,2023-05-16,,,,,,,,,,,
설문천,2023-05-16,,,,,,,,,,,
식지천,2023-05-16,,,,,,,,,,,
양재천1,2023-05-16,,,,,,,,,,,
어천1,2023-05-16,,,,,,,,,,,
영강3,2023-05-16,,,,,,,,,,,
영산포2,2023-05-16,,,,,,,,,,,
오대천2,2023-05-16,,,,,,,,,,,
용담,2023-05-16,,,,,,,,,,,
용전천2,2023-05-16,,,,,,,,,,,
원서천2,2023-05-16,,,,,,,,,,,
위천3,2023-05-16,,,,,,,,,,,
이안천,2023-05-16,,,,,,,,,,,
이원,2023-05-16,,,,,,,,,,,
임해진,2023-05-16,,,,,,,,,,,
장진천,2023-05-16,,,,,,,,,,,
정자천,2023-05-16,,,,,,,,,,,
제원2,2023-05-16,,,,,,,,,,,
주천강,2023-05-16,,,,,,,,,,,
주항천,2023-05-16,,,,,,,,,,,
창릉천1,2023-05-16,,,,,,,,,,,
창릉천2,2023-05-16,,,,,,,,,,,
천안천3,2023-05-16,,,,,,,,,,,
초강2,2023-05-16,정량한계미만,12,,,,,,,,,
초이천,2023-05-16,,,,,,,,,,,
추풍천,2023-05-16,,,,,,,,,,,
학의천,2023-05-16,,,,,,,,,,,
함평,2023-05-16,,,,,,,,,,,
함평천3,2023-05-16,,,,,,,,,,,
화원나루,2023-05-16,,,,,,,,,,,
화포천,2023-05-16,,,,,,,,,,,
황강3,2023-05-16,,,,,,,,,,,
가양,2023-05-16,정량한계미만,2000,,정량한계미만,,,,,,,
경안천9,2023-05-16,정량한계미만,44000,,정량한계미만,,,,,,,
고령,2023-05-16,정량한계미만,80,,,,,,,,,
곡교천2,2023-05-16,정량한계미만,76000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
광주1,2023-05-16,정량한계미만,13000,,,,,,,,,
광주2,2023-05-16,정량한계미만,44000,,,,,,,,,
광주3,2023-05-16,정량한계미만,23000,,,,,,,,,
구례,2023-05-16,정량한계미만,7600,,,,,,,,,
남지,2023-05-16,정량한계미만,40000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
내성천5,2023-05-16,정량한계미만,12000,,,,,,,,,
달성,2023-05-16,,,,,,,,,,,
담양,2023-05-16,정량한계미만,16000,,,,,,,,,
도산,2023-05-16,정량한계미만,3400,,,,,,,,,
무안1,2023-05-16,정량한계미만,14000,,,,,,,,,
무안2,2023-05-16,0,2900,,,,,,,,,
반변천4,2023-05-16,정량한계미만,7000,,,,,,,,,
보성강7,2023-05-16,정량한계미만,3900,,,,,,,,,
산곡,2023-05-16,,,,,,,,,,,
삼랑진2,2023-05-16,정량한계미만,19000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
상주1,2023-05-16,,,,,,,,,,,
상주3,2023-05-16,정량한계미만,4900,,,,,,,,,
성주,2023-05-16,,,,,,,,,,,
안동5,2023-05-16,,7600,,,,,,,,,
영산포1,2023-05-16,정량한계미만,50000,,,,,,,,,
옥동천1,2023-05-16,,,,,,,,,,,
주암댐,2023-05-16,0,116,,,,,,,,,
창녕,2023-05-16,정량한계미만,4300,,,,,,,,,
하남,2023-05-16,정량한계미만,47000,,,,,,,,,
하동,2023-05-16,정량한계미만,2300,,,,,,,,,
강진천,2023-05-17,정량한계미만,13000,,,,,,,,,
곡교천1,2023-05-17,정량한계미만,58,,,,,,,,,
남이섬,2023-05-17,정량한계미만,550,,,,,,,,,
동진강1,2023-05-17,정량한계미만,5200,,,,,,,,,
동진강2,2023-05-17,정량한계미만,8000,,,,,,,,,
람천1,2023-05-17,정량한계미만,8000,,,,,,,,,
람천2,2023-05-17,정량한계미만,4900,,,,,,,,,
석포1,2023-05-17,정량한계미만,0,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,
석포2,2023-05-17,정량한계미만,35,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,
석포3,2023-05-17,정량한계미만,60,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,
석포4,2023-05-17,정량한계미만,45,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,
순천동천1,2023-05-17,정량한계미만,3300,,,,,,,,,
순천동천2,2023-05-17,정량한계미만,2200,,,,,,,,,
순천동천3,2023-05-17,정량한계미만,13000,,,,,,,,,
영암천1,2023-05-17,정량한계미만,41000,,,,,,,,,
원평천1,2023-05-17,정량한계미만,20000,,,,,,,,,
임진강2,2023-05-17,정량한계미만,4700,,,,,,,,,
한탄강2,2023-05-17,정량한계미만,16000,,,,,,,,,
한탄강3,2023-05-17,정량한계미만,75000,,,,,,,,,
한탄강4,2023-05-17,정량한계미만,16000,,,,,,,,,
경호천,2023-05-17,,,,,,,,,,,
계성천,2023-05-17,,,,,,,,,,,
계수천,2023-05-17,,,,,,,,,,,
골포천,2023-05-17,,,,,,,,,,,
광려천2,2023-05-17,,,,,,,,,,,
구룡천,2023-05-17,,,,,,,,,,,
금호강4,2023-05-17,,,,,,,,,,,
길안천1,2023-05-17,,,,,,,,,,,
낙동강하구언1,2023-05-17,,,,,,,,,,,
낙동강하구언2,2023-05-17,,,,,,,,,,,
남원천,2023-05-17,,,,,,,,,,,
남천,2023-05-17,,,,,,,,,,,
달천1,2023-05-17,,,,,,,,,,,
달천3,2023-05-17,,,,,,,,,,,
대가천1,2023-05-17,,,,,,,,,,,
대가천2,2023-05-17,,,,,,,,,,,
대가천3,2023-05-17,,,,,,,,,,,
대강,2023-05-17,,,,,,,,,,,
대청,2023-05-17,,,,,,,,,,,
동막천,2023-05-17,,,,,,,,,,,
동복천1,2023-05-17,,,,,,,,,,,
만대천,2023-05-17,,,,,,,,,,,
목현천,2023-05-17,,,,,,,,,,,
무심천1,2023-05-17,,,,,,,,,,,
무심천3,2023-05-17,정량한계미만,74000,,,,,,,,,
문산천1,2023-05-17,,,,,,,,,,,
미호강2,2023-05-17,,,,,,,,,,,
미호강5,2023-05-17,정량한계미만,120,,,,,,,,,
미호강9,2023-05-17,,,,,,,,,,,
백천,2023-05-17,,,,,,,,,,,
백천1,2023-05-17,,,,,,,,,,,
병보천,2023-05-17,,,,,,,,,,,
병천천1,2023-05-17,,,,,,,,,,,
보강천1,2023-05-17,,,,,,,,,,,
보성강1,2023-05-17,,,,,,,,,,,
보성강2,2023-05-17,,,,,,,,,,,
복계천,2023-05-17,,,,,,,,,,,
봉곡천,2023-05-17,,,,,,,,,,,
봉선사천,2023-05-17,,,,,,,,,,,
부기천,2023-05-17,,,,,,,,,,,
사미천,2023-05-17,,,,,,,,,,,
석관천,2023-05-17,,,,,,,,,,,
석남천,2023-05-17,,,,,,,,,,,
성암천,2023-05-17,,,,,,,,,,,
세종1,2023-05-17,,,,,,,,,,,
수동천,2023-05-17,,,,,,,,,,,
신천2,2023-05-17,,,,,,,,,,,
오갑천,2023-05-17,,,,,,,,,,,
오산천1,2023-05-17,,,,,,,,,,,
오산천2,2023-05-17,,,,,,,,,,,
오수천1,2023-05-17,,,,,,,,,,,
오수천2,2023-05-17,,,,,,,,,,,
옥계천,2023-05-17,,,,,,,,,,,
요천1,2023-05-17,,,,,,,,,,,
용계천,2023-05-17,,,,,,,,,,,
용두천,2023-05-17,,,,,,,,,,,
용암천,2023-05-17,,,,,,,,,,,
용전천1,2023-05-17,,,,,,,,,,,
용호천,2023-05-17,,,,,,,,,,,
욱수천,2023-05-17,,,,,,,,,,,
유등천1,2023-05-17,,,,,,,,,,,
율천,2023-05-17,,,,,,,,,,,
음성천1,2023-05-17,,,,,,,,,,,
응천,2023-05-17,,,,,,,,,,,
조천2,2023-05-17,,,,,,,,,,,
지촌천,2023-05-17,,,,,,,,,,,
청미천1,2023-05-17,,,,,,,,,,,
청미천3,2023-05-17,,,,,,,,,,,
청미천5,2023-05-17,,,,,,,,,,,
탄천2,2023-05-17,,,,,,,,,,,
탐진강4,2023-05-17,,,,,,,,,,,
토일천,2023-05-17,,,,,,,,,,,
팔거천1,2023-05-17,,,,,,,,,,,
평창강3,2023-05-17,,,,,,,,,,,
하수남천,2023-05-17,,,,,,,,,,,
한천,2023-05-17,,,,,,,,,,,
한천1,2023-05-17,,,,,,,,,,,
회룡천,2023-05-17,,,,,,,,,,,
후곡천,2023-05-17,,,,,,,,,,,
갑천6,2023-05-17,정량한계미만,30000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
곰나루,2023-05-17,,24,,,,,,,,,
공주2,2023-05-17,,44,,,,,,,,,
구포,2023-05-17,정량한계미만,33000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
무갑천,2023-05-17,,,,,,,,,,,
미호강10,2023-05-17,정량한계미만,2400,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
부강,2023-05-17,정량한계미만,500,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
부여1,2023-05-17,정량한계미만,16,,,,,,,,,
부여2,2023-05-17,,22,,,,,,,,,
성동,2023-05-17,,19,,,,,,,,,
신천4,2023-05-17,,,,,,,,,,,
양화,2023-05-17,,15,,,,,,,,,
왕숙천1,2023-05-17,,,,,,,,,,,
왕숙천4,2023-05-17,,,,,,,,,,,
요천3,2023-05-17,0,3700,,,,,,,,,
주천강2,2023-05-17,,,,,,,,,,,
중랑천1,2023-05-17,,,,,,,,,,,
탐진강5,2023-05-17,0,2900,,,,,,,,,
형산강5,2023-05-17,정량한계미만,210,,,,,,,,,
황지3,2023-05-17,,,,,,,,,,,
거창동천1,2023-05-18,정량한계미만,30000,,,,,,,,,
거창동천2,2023-05-18,정량한계미만,29000,,,,,,,,,
거창위천1,2023-05-18,정량한계미만,30000,,,,,,,,,
거창위천2,2023-05-18,정량한계미만,9600,,,,,,,,,
금산천,2023-05-18,정량한계미만,940,,,,,,,,,
남해봉천,2023-05-18,정량한계미만,14000,,,,,,,,,
내성천1,2023-05-18,정량한계미만,810,,,,,,,,,
대종천,2023-05-18,정량한계미만,140,,,,,,,,,
봉화,2023-05-18,정량한계미만,60,정량한계미만,정량한계미만,정량한계미만,정량한계미만,0.00925,정량한계미만,정량한계미만,정량한계미만,
신평천,2023-05-18,정량한계미만,8200,,,,,,,,,
오천천,2023-05-18,정량한계미만,210,,,,,,,,,
웅천천2,2023-05-18,정량한계미만,130,,,,,,,,,
원평천2,2023-05-18,정량한계미만,2900,,,,,,,,,
황강2,2023-05-18,정량한계미만,27000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
가정천,2023-05-18,,,,,,,,,,,
가정천,2023-05-18,,,,,,,,,,,
강경,2023-05-18,정량한계미만,82,,,,,,,,,
곡수천1,2023-05-18,,,,,,,,,,,
구운천1,2023-05-18,,,,,,,,,,,
굴지천,2023-05-18,,,,,,,,,,,
금강갑문,2023-05-18,,,,,,,,,,,
금강천1,2023-05-18,,,,,,,,,,,
금계천1,2023-05-18,,,,,,,,,,,
금사천,2023-05-18,,,,,,,,,,,
금천,2023-05-18,정량한계미만,130,,,,,,,,,
금호강2,2023-05-18,,,,,,,,,,,
길산천2,2023-05-18,,,,,,,,,,,
남강1,2023-05-18,,,,,,,,,,,
남강4,2023-05-18,,,,,,,,,,,
내성천2,2023-05-18,,,,,,,,,,,
노성천1,2023-05-18,,,,,,,,,,,
논산천1,2023-05-18,정량한계미만,,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
단장천1,2023-05-18,,,,,,,,,,,
단장천3,2023-05-18,,,,,,,,,,,
대교천2,2023-05-18,,,,,,,,,,,
대암리,2023-05-18,,,,,,,,,,,
덕천강3,2023-05-18,,,,,,,,,,,
동창천1,2023-05-18,,,,,,,,,,,
만봉천,2023-05-18,,,,,,,,,,,
말지천,2023-05-18,,,,,,,,,,,
목감천2,2023-05-18,,,,,,,,,,,
목면,2023-05-18,,,,,,,,,,,
문평천,2023-05-18,,,,,,,,,,,
문호천,2023-05-18,,,,,,,,,,,
미천,2023-05-18,,,,,,,,,,,
밀양강4,2023-05-18,,,,,,,,,,,
벽계천1,2023-05-18,,,,,,,,,,,
북면,2023-05-18,,,,,,,,,,,
사탄천,2023-05-18,,,,,,,,,,,
산본천,2023-05-18,,,,,,,,,,,
산북천,2023-05-18,,,,,,,,,,,
석성천1,2023-05-18,,,,,,,,,,,
석성천3,2023-05-18,,,,,,,,,,,
섬강1,2023-05-18,,,,,,,,,,,
성덕천,2023-05-18,,,,,,,,,,,
세종2,2023-05-18,,,,,,,,,,,
소호천,2023-05-18,,,,,,,,,,,
송야천,2023-05-18,,,,,,,,,,,
신령천,2023-05-18,,,,,,,,,,,
안망천,2023-05-18,,,,,,,,,,,
안양천1,2023-05-18,,,,,,,,,,,
안양천3,2023-05-18,,,,,,,,,,,
안양천7,2023-05-18,,,,,,,,,,,
안양천8,2023-05-18,,,,,,,,,,,
연산천,2023-05-18,,,,,,,,,,,
영산천,2023-05-18,,,,,,,,,,,
영천강1,2023-05-18,,,,,,,,,,,
오봉천,2023-05-18,,,,,,,,,,,
옴천천2,2023-05-18,,,,,,,,,,,
용담천,2023-05-18,,,,,,,,,,,
용산,2023-05-18,,,,,,,,,,,
용수천1,2023-05-18,,,,,,,,,,,
용수천2,2023-05-18,정량한계미만,91,,,,,,,,,
위천5,2023-05-18,,,,,,,,,,,
유구천,2023-05-18,정량한계미만,180,,,,,,,,,
유치천1,2023-05-18,,,,,,,,,,,
이리천,2023-05-18,,,,,,,,,,,
임천,2023-05-18,,,,,,,,,,,
자호천,2023-05-18,,,,,,,,,,,
장성천2,2023-05-18,,,,,,,,,,,
정동,2023-05-18,정량한계미만,34,,,,,,,,,
정안천,2023-05-18,정량한계미만,330,,,,,,,,,
조종천3,2023-05-18,,,,,,,,,,,
중방대천,2023-05-18,,,,,,,,,,,
지천2,2023-05-18,,,,,,,,,,,
차천,2023-05-18,,,,,,,,,,,
청통천,2023-05-18,,,,,,,,,,,
추곡천,2023-05-18,,,,,,,,,,,
탐진강1,2023-05-18,,,,,,,,,,,
풍산천,2023-05-18,,,,,,,,,,,
합천,2023-05-18,,,,,,,,,,,
회천3,2023-05-18,,,,,,,,,,,
흑천2,2023-05-18,,,,,,,,,,,
계산,2023-05-18,,,,,,,,,,,
논산천4,2023-05-18,정량한계미만,440,,,,,,,,,
동복천2,2023-05-18,,,,,,,,,,,
보성강5,2023-05-18,,,,,,,,,,,
악양,2023-05-18,,,,,,,,,,,
연기,2023-05-18,정량한계미만,330,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,
이사천2,2023-05-18,,,,,,,,,,,
감천1,2023-05-19,정량한계미만,240,,,,,,,,,
감천3,2023-05-19,정량한계미만,90,,,,,,,,,
보청천4,2023-05-19,정량한계미만,7,,,,,,,,,
우산,2023-05-19,정량한계미만,11,,,,,,,,,
옥천,2023-05-19,정량한계미만,8,,,,,,,,,
현도,2023-05-19,,26,,,,,,,,,
보성강4,2023-05-22,정량한계미만,1100,,,,,,,,,
서곡천,2023-05-22,정량한계미만,1200,,,,,,,,,
섬강2,2023-05-22,정량한계미만,580,,,,,,,,,
섬강4,2023-05-22,정량한계미만,1300,,,,,,,,,
섬강5,2023-05-22,정량한계미만,70,,,,,,,,,
원주천1,2023-05-22,정량한계미만,7000,,,,,,,,,
원주천2,2023-05-22,정량한계미만,64000,,,,,,,,,
송천2,2023-05-22,,,,,,,,,,,
송천3,2023-05-22,,,,,,,,,,,
가막,2023-05-22,정량한계미만,41,,,,,,,,,
감이천,2023-05-22,,,,,,,,,,,
강정,2023-05-22,,,,,,,,,,,
경안천4,2023-05-22,,,,,,,,,,,
경안천8,2023-05-22,,,,,,,,,,,
경호강1,2023-05-22,,,,,,,,,,,
경호강2,2023-05-22,,,,,,,,,,,
곡정천,2023-05-22,,,,,,,,,,,
곤지암천1,2023-05-22,,,,,,,,,,,
곤지암천2,2023-05-22,,,,,,,,,,,
골지천1,2023-05-22,,,,,,,,,,,
골지천3,2023-05-22,,,,,,,,,,,
공릉천1,2023-05-22,,,,,,,,,,,
공릉천3,2023-05-22,,,,,,,,,,,
