place,date,penol,bacteria,pb,cr6,as,hg,cu,hcb,benzen,p,por
안양천1,2022-12-08,,,,,,,,,,,
안양천3,2022-12-08,,,,,,,,,,,
안양천7,2022-12-08,,,,,,,,,,,
안양천8,2022-12-08,,,,,,,,,,,
안양천9,2022-12-08,정량한계미만,14000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
앙성천,2022-12-08,정량한계미만,350,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
어천2,2022-12-08,정량한계미만,30,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
연기,2022-12-08,정량한계미만,4400,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
연산천,2022-12-08,,,,,,,,,,,
영덕천,2022-12-08,정량한계미만,920,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
오대천1,2022-12-08,0,490,0,0,0,0,,,,,
오사리,2022-12-08,,,,,,,,,,,
오산천1,2022-12-08,,,,,,,,,,,
오산천2,2022-12-08,,,,,,,,,,,
오수천1,2022-12-08,,,,,,,,,,,
옥계천,2022-12-08,,,,,,,,,,,
옥택천,2022-12-08,,,,,,,,,,,
왕숙천6,2022-12-08,정량한계미만,6900,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
용계천,2022-12-08,,,,,,,,,,,
용담천,2022-12-08,,,,,,,,,,,
용수천1,2022-12-08,,,,,,,,,,,
용수천2,2022-12-08,정량한계미만,310,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
욱수천,2022-12-08,,,,,,,,,,,
원서천1,2022-12-08,정량한계미만,700,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
유구천,2022-12-08,정량한계미만,32,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
유등천2,2022-12-08,정량한계미만,1300,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
유등천3,2022-12-08,정량한계미만,400,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
유등천7,2022-12-08,정량한계미만,500,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
율천,2022-12-08,,,,,,,,,,,
이사천2,2022-12-08,,,,,,,,,,,
임진강7,2022-12-08,정량한계미만,3900,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
자호천,2022-12-08,,,,,,,,,,,
장평천,2022-12-08,정량한계미만,5400,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
정동,2022-12-08,정량한계미만,49,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
정선1,2022-12-08,정량한계미만,10,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
정선2,2022-12-08,정량한계미만,0,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
정안천,2022-12-08,정량한계미만,510,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
제일(A),2022-12-08,정량한계미만,12000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
제천천1,2022-12-08,,,,,,,,,,,
조종천3,2022-12-08,,,,,,,,,,,
주원천,2022-12-08,정량한계미만,39000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
주천강1,2022-12-08,0,1100,0,0,0,0,,,,,
주천강2,2022-12-08,,,,,,,,,,,
죽령천,2022-12-08,정량한계미만,240,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
중랑천2,2022-12-08,정량한계미만,16000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
중랑천3,2022-12-08,,,,,,,,,,,
지천2,2022-12-08,,,,,,,,,,,
지촌천,2022-12-08,,,,,,,,,,,
차탄천,2022-12-08,정량한계미만,16000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
청통천,2022-12-08,,,,,,,,,,,
치천,2022-12-08,,,,,,,,,,,
탄천2,2022-12-08,,,,,,,,,,,
탄천5,2022-12-08,정량한계미만,4200,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
태화,2022-12-08,정량한계미만,350,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
토일천,2022-12-08,,,,,,,,,,,
팔거천1,2022-12-08,,,,,,,,,,,
팔당,2022-12-08,정량한계미만,12,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
평창강1,2022-12-08,0,420,0,0,0,0,,,,,
평창강2,2022-12-08,0,240,0,0,0,0,,,,,
평창강3,2022-12-08,,,,,,,,,,,
한천1,2022-12-08,,,,,,,,,,,
행주,2022-12-08,정량한계미만,2000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
황구지천1,2022-12-08,,,,,,,,,,,
황구지천2,2022-12-08,정량한계미만,,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
황구지천4,2022-12-08,,,,,,,,,,,
황구지천5,2022-12-08,,,,,,,,,,,
황구지천6,2022-12-08,,,,,,,,,,,
황둔천,2022-12-08,,,,,,,,,,,
회천1,2022-12-08,정량한계미만,170,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
회천2,2022-12-08,정량한계미만,180,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
후곡천,2022-12-08,,,,,,,,,,,
흑천2,2022-12-08,,,,,,,,,,,
구운천1,2022-12-08,,,,,,,,,,,
목감천2,2022-12-08,,,,,,,,,,,
무갑천,2022-12-08,,,,,,,,,,,
가정천,2022-12-09,,,,,,,,,,,
감천1,2022-12-09,정량한계미만,720,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
감천3,2022-12-09,정량한계미만,240,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
굴지천,2022-12-09,,,,,,,,,,,
금계천1,2022-12-09,,,,,,,,,,,
덕천강1,2022-12-09,정량한계미만,2500,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
덕천강2,2022-12-09,정량한계미만,4900,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
보청천1,2022-12-09,정량한계미만,1300,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
보청천2,2022-12-09,정량한계미만,490,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
삼가천,2022-12-09,정량한계미만,110,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
섬강1,2022-12-09,,,,,,,,,,,
양천2,2022-12-09,정량한계미만,500,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
월하천,2022-12-09,정량한계미만,600,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
중방대천,2022-12-09,,,,,,,,,,,
추곡천,2022-12-09,,,,,,,,,,,
품곡천,2022-12-09,정량한계미만,1700,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
하수남천,2022-12-09,,,,,,,,,,,
항건천,2022-12-09,정량한계미만,1700,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
회인천,2022-12-09,정량한계미만,1100,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
이리천,2022-12-09,,,,,,,,,,,
가야천,2022-12-12,정량한계미만,2700,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
구리,2022-12-12,정량한계미만,2300,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
남강2,2022-12-12,정량한계미만,200,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
도곡,2022-12-12,,,,,,,,,,,
문산천2,2022-12-12,정량한계미만,3500,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
문산천3,2022-12-12,정량한계미만,7000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
병천천2,2022-12-12,정량한계미만,79,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
사천천,2022-12-12,정량한계미만,100,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
삽교천1,2022-12-12,정량한계미만,260,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
삽교천2,2022-12-12,정량한계미만,490,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
삽교천3,2022-12-12,정량한계미만,140,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
석천,2022-12-12,정량한계미만,240,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
신평천,2022-12-12,정량한계미만,43000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
암사,2022-12-12,정량한계미만,1000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
영동천1,2022-12-12,정량한계미만,21,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
영동천2,2022-12-12,정량한계미만,240,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
영천강2,2022-12-12,정량한계미만,450,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
웅천천1,2022-12-12,0,981,,,,,,,,,
원평천2,2022-12-12,정량한계미만,38000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
의암,2022-12-12,정량한계미만,90,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
임진강4,2022-12-12,정량한계미만,1700,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
임진강5,2022-12-12,정량한계미만,2200,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
잠실,2022-12-12,정량한계미만,2500,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
주진천1,2022-12-12,정량한계미만,10000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
주진천2,2022-12-12,정량한계미만,8800,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
청도천,2022-12-12,정량한계미만,1700,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
초강1,2022-12-12,정량한계미만,110,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
추풍령천,2022-12-12,정량한계미만,330,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
탄천1,2022-12-12,정량한계미만,19000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
탄천3,2022-12-12,정량한계미만,35000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
탄천4,2022-12-12,정량한계미만,15000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
파주,2022-12-12,정량한계미만,8000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
황강4,2022-12-12,정량한계미만,1100,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
황강5,2022-12-12,정량한계미만,690,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
회야강3,2022-12-12,정량한계미만,3200,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
가막,2022-12-12,,,,,,,,,,,
감천2,2022-12-12,,,,,,,,,,,
감천4,2022-12-12,,,,,,,,,,,
강상,2022-12-12,정량한계미만,80,,,,,,,,,
강정,2022-12-12,,,,,,,,,,,
강천,2022-12-12,정량한계미만,140,,,,,,,,,
경안천9,2022-12-12,정량한계미만,8400,,,,,,,,,
계성천,2022-12-12,,,,,,,,,,,
곡수천2,2022-12-12,,,,,,,,,,,
골지천1,2022-12-12,,,,,,,,,,,
골지천3,2022-12-12,,,,,,,,,,,
공주1,2022-12-12,정량한계미만,510,,,,,,,,,
광려천4,2022-12-12,,,,,,,,,,,
광산,2022-12-12,0,1150,,,,,,,,,
광주천2,2022-12-12,,,,,,,,,,,
구량천,2022-12-12,,,,,,,,,,,
구미,2022-12-12,,,,,,,,,,,
구운천2,2022-12-12,,,,,,,,,,,
금강,2022-12-12,정량한계미만,600,,,,,,,,,
금곡,2022-12-12,,,,,,,,,,,
금당천2,2022-12-12,,,,,,,,,,,
금상천,2022-12-12,,,,,,,,,,,
금호강8,2022-12-12,정량한계미만,20000,,,,,,,,,
나주,2022-12-12,0,290,,,,,,,,,
낙단,2022-12-12,정량한계미만,2400,,,,,,,,,
남강7,2022-12-12,정량한계미만,3000,,,,,,,,,
논공,2022-12-12,정량한계미만,2200,,,,,,,,,
다사,2022-12-12,정량한계미만,3500,,,,,,,,,
달천7,2022-12-12,정량한계미만,125,,,,,,,,,
대신,2022-12-12,정량한계미만,50,,,,,,,,,
대암리,2022-12-12,,,,,,,,,,,
대청댐,2022-12-12,정량한계미만,4,,,,,,,,,
덕곡,2022-12-12,정량한계미만,3100,,,,,,,,,
덕은리,2022-12-12,,,,,,,,,,,
도남,2022-12-12,정량한계미만,38000,,,,,,,,,
목행대교,2022-12-12,,,,,,,,,,,
무주남대천3,2022-12-12,,,,,,,,,,,
묵현천,2022-12-12,,,,,,,,,,,
물금,2022-12-12,정량한계미만,650,,,,,,,,,
백천2,2022-12-12,,,,,,,,,,,
벽계천2,2022-12-12,,,,,,,,,,,
보청천3,2022-12-12,,,,,,,,,,,
봉산천,2022-12-12,,,,,,,,,,,
부리,2022-12-12,,,,,,,,,,,
부여,2022-12-12,정량한계미만,40,,,,,,,,,
북하천,2022-12-12,,,,,,,,,,,
삼봉리,2022-12-12,정량한계미만,60,,,,,,,,,
상곡천,2022-12-12,,,,,,,,,,,
석곡천,2022-12-12,,,,,,,,,,,
선산,2022-12-12,정량한계미만,230,,,,,,,,,
송천2,2022-12-12,,,,,,,,,,,
송천3,2022-12-12,,,,,,,,,,,
송현천,2022-12-12,,,,,,,,,,,
신반천,2022-12-12,,,,,,,,,,,
안동1,2022-12-12,정량한계미만,35,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
안동2,2022-12-12,정량한계미만,120,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
안동3,2022-12-12,정량한계미만,120,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
안동4,2022-12-12,정량한계미만,160,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
안성천3,2022-12-12,정량한계미만,72000,,,,,,,,,
양산천3,2022-12-12,,,,,,,,,,,
여주1,2022-12-12,,,,,,,,,,,
여주2,2022-12-12,,,,,,,,,,,
영순,2022-12-12,정량한계미만,140,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
영월2,2022-12-12,정량한계미만,33,,,,,,,,,
예천1,2022-12-12,정량한계미만,180,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
예천2,2022-12-12,정량한계미만,180,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
왜관,2022-12-12,정량한계미만,2200,,,,,,,,,
용담,2022-12-12,,,,,,,,,,,
용산천,2022-12-12,,,,,,,,,,,
용암,2022-12-12,,,,,,,,,,,
우치,2022-12-12,0,371,,,,,,,,,
운계천,2022-12-12,,,,,,,,,,,
의암댐,2022-12-12,정량한계미만,117,,,,,,,,,
이원,2022-12-12,,,,,,,,,,,
이포,2022-12-12,정량한계미만,140,,,,,,,,,
임진강7,2022-12-12,정량한계미만,2500,,,,,,,,,
임해진,2022-12-12,,,,,,,,,,,
정자천,2022-12-12,,,,,,,,,,,
제원2,2022-12-12,,,,,,,,,,,
죽산,2022-12-12,0,63,,,,,,,,,
중원,2022-12-12,,,,,,,,,,,
지석천2,2022-12-12,,,,,,,,,,,
지석천4,2022-12-12,0,4400,,,,,,,,,
진원천,2022-12-12,,,,,,,,,,,
차천,2022-12-12,,,,,,,,,,,
초강2,2022-12-12,,,,,,,,,,,
추풍천,2022-12-12,,,,,,,,,,,
충주댐,2022-12-12,정량한계미만,45,,,,,,,,,
칠곡,2022-12-12,정량한계미만,2200,,,,,,,,,
토평천2,2022-12-12,,,,,,,,,,,
팔당댐,2022-12-12,정량한계미만,12,,,,,,,,,
평동천,2022-12-12,,,,,,,,,,,
풍영정천1,2022-12-12,,,,,,,,,,,
풍영정천2,2022-12-12,,,,,,,,,,,
하빈천,2022-12-12,,,,,,,,,,,
학성,2022-12-12,정량한계미만,140,,,,,,,,,
한천2,2022-12-12,,,,,,,,,,,
함안,2022-12-12,정량한계미만,860,,,,,,,,,
합천,2022-12-12,,,,,,,,,,,
현풍,2022-12-12,,,,,,,,,,,
화원나루,2022-12-12,,,,,,,,,,,
황강1,2022-12-12,,,,,,,,,,,
황강6,2022-12-12,,,,,,,,,,,
황룡강3,2022-12-12,,,,,,,,,,,
황룡강5,2022-12-12,0,28500,,,,,,,,,
회천3,2022-12-12,,,,,,,,,,,
가천,2022-12-13,0,91,,,,,,,,,
강경천,2022-12-13,정량한계미만,1400,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
고산,2022-12-13,정량한계미만,4200,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
골지천2,2022-12-13,0,280,,,,,,,,,
골지천4,2022-12-13,정량한계미만,18,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
김포,2022-12-13,정량한계미만,70000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
남강6,2022-12-13,정량한계미만,420,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
남이섬,2022-12-13,정량한계미만,420,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
내동천,2022-12-13,정량한계미만,14000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,
